ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Attribution,PID,Sense_IDs,alt_translation1
8974,jzd,Biaa xì gui' quí gàndà gùni Fán.,,,It's a shitty little thing but Juan can't do it.,,,,,DF4k1v,2930,Es una mierdita de cosa y no la puede hacer Juan.
8964,jzd,Biaa xìpe'.,,,Look at that...,,,,,s913SC,2926,Mira qué cosa...
8969,jzd,Biaà xití'.,,,"If you had something that they asked for and you didn't want to give it, selfish.",,,,,XJU8jr,2926,"Si tenías algo que te pidieron y no quisiste dar, egoísta."
14533,jzd,Biaa xpia' ngà.,,,Look how s/he is.,,,,,NrodTt,8252,Mira su forma de ser.
14608,jzd,Biaa xtràsa.,,,Look at his/her way (of behaving)!.,,,,RLC,6eoOoM,8283,¡Mira su modo (de comportarse)!
9091,jzd,Biaazi' bazàndì' dede xcu.,,,The arrow buried itself up to the fletching.,,,,,RNI/Ze,3083 ; 4160,Se enterró la flecha hasta adentro.
7665,jzd,Biaazi' benda ndaani' beñe.,,,The fish slid into the mud (ex. to protect itself).,,,,,sroVih,2454,El pez se metió en el lodo (ej. para protegerse).
7666,jzd,Biaazi' bixugà nà' mixtú'.,,,The cat dug its claw in.,,,,,/bDvhd,2454,Encajó la uña el gato.
7670,jzd,Biaazi' bixugà nà' mixtú'.,,,The cat stuck its claw in.,,,,,n9WAL+,2454,Encajó la uña el gato.
7674,jzd,Biaazi' nagá'nda.,,,Sodas were offered around.,,,,EJG,bpfQnp,2456,Se repartieron refrescos.
7708,jzd,Biaba beenda' lu guela.,,,The corn field's got snakes.,,,,,BES+HV,2462,Cayó culebra en la milpa.
7699,jzd,Biababe gui.,,,It swelled up.,,,,,Sb0vIG,2458,Se inflamó.
7707,jzd,Biaba be lu Fán.,,,Juan has cataracts.,,,,,Agbjny,2460,Tiene cataratas Juan.
7710,jzd,Biaba bi'xhu' lu bichooxhè.,,,A blight fell on the tomatoes.,,,,,teBu6C,2464,Le cayó una plaga al tomate.
7709,jzd,Biaba biyooxho'.,,,The north wind is blowing.,,,,,RdsDhV,2463,Está pegando el (viento del) norte.
7705,jzd,Biabacabe gui.,,,They became inflamed.,,,,,ypvzuf,2458,Se inflamaron.
7715,jzd,Biabacue' Fán.,,,Juan fell sideways.,,,,JLC;RGL;RLC,IpHD85,2467,Se cayó de lado Juan.
7706,jzd,Biaba Fán mál.,,,Juan is not well liked.,,,,,QChI++,2459,Juan cayó mal (i.e. no le cayó bien a alguien).
9722,jzd,Biaba Fán ndani nisa: chínglóm.,,,Juan went chínglóm when he fell into the water.,,,,,WZkeLL,3931,Se cayó Juan en el agua y sonó chínglóm.
52,jzd,Biaba (g)ubà.,,,It swelled.,,,,,F96V4s,67 ; 68,Se inflamó.
7711,jzd,Biaba gueela'.,,,It got dark.,,,,,02EDMy,2465,Anocheció.
8955,jzd,Biabagui (g)ubà laya.,,,Gingivitis. (lit. inflammation of the gums.),,,,,fctyF4,2917,Gengivitis (lit. inflamación de las encias.)
7703,jzd,Biaba gui la'dxido'.,,,Inflammation of the mouth of the stomach.,,,,,JEvqpB,2458,Inflamación de la boca del estómago.
7702,jzd,Biaba gui ndaani'.,,,The abdomen became inflamed.,,,,,jjPNoO,2458,Se inflamó el vientre.
1070,jzd,"Biaba guisu xtiné', guca de.",,,My clay pot fell and shattered into a million pieces (lit. dust).,,,,,qCjBBM,444,Se calló mi olla y se hizo pedazos (lit. polvo).
8954,jzd,Biaba gui yanni.,,,The throat is swollen.,,,,,S0SvRe,2917,Se inflamó la garganta.
7712,jzd,Biaba gupa.,,,The dew settled over.,,,,,pOvpqY,2466,Cayó el sereno.
7714,jzd,Biaba gupa lu guixi.,,,Dew formed on the grass.,,,,,bzSa4r,2466,Cayó el sereno/rocío sobre la hierba.
11809,jzd,Biaba lidxi bere xtíu'.,,,Your chicken coop fell apart.,,,,,/HfOPB,5776,Se te desbarató el gallinero.
7720,jzd,Biabanà'be.,,,S/he was punished.,,,,,hebXtX,2469,Se le castigó.
7723,jzd,Biabanà' Fán runi (gue)ndaruaadxe' xtì'.,,,Juan was punished for his stupidity.,,,,,TYIIrW,2469,Se le castigó a Juan por su tontería.
7725,jzd,Biaba nanda (yan)nadxi.,,,It got chilly today.,,,,,8+guMB,2470,Se puso frío el día.
7719,jzd,Biabanà' Tín ti qué nuzuuba' diidxa'.,,,Tin was punished for not heeding commands (lit. words).,,,,RGL;RLC,batF6i,2469,Tin fue castigado por no obedecer las órdenes (lit. las palabras).
9528,jzd,Biaba nisaguie bro.,,,The rain came down with a bro.,,,,,Xt5ihR,3701,Cayó la lluvia bro.
7727,jzd,Biaba ri lu Fàna (g)ulaà ruaa.,,,Juana fell and broke her mouth.,,,,,y0bN1n,2472,Se cayó Juana y se quebró la boca.
438,jzd,Biabasa.,,,To sprawl backwards looking up.,,,,,3Jwvx0,288,Se cayó para atrás (y acabó bocarriba).
7728,jzd,Biabasa Fán tàntu cuxìdxì.,,,Juan fell onto his back because he was laughing so much.,,,,,ZjJSXD,2473,Se cayó de espalda Juan de tanto reírse.
14015,jzd,Biaba ta'.,,,S/he fell hard.,,,,,90fkZ0,7771,Se cayó duro.
7730,jzd,Biabataata' Fàna.,,,Juana fell (due to a lapse in attention as it might happen to an elderly person).,,,,,AU3W62,2475,Se cayó Juana (por un descuido de persona mayor).
7729,jzd,Biaba ta' ra cà suca riaba ta' gui'.,,,"He fell right there, he fell as if he was poop.",,,,,nqhov/,2474,"Se dio un porrazo ahí, cayó como si fuera caca."
11384,jzd,"Biaba ti cóco ndani beñe, guxidxi clóc.",,,A coconut fell into the mud and went clóc.,,,,,FSE1nT,5447,Se cayó un coco en el lodo y sonó clóc.
12113,jzd,Biaba ti cósa nanaà: mbum.,,,Some heavy thing fell and went mbum.,,,,,iNXqQk,6039,Se cayó una cosa pesada mbum.
12093,jzd,"Biaba ti màngu yaa lu ti mexá', guxidxi mbén.",,,A mango falls toward the ground onto a table and sounds mbe!n.,,,,,Gtsjym,6020,Un mango se cayó sobre la mesa e hizo mbén.
9644,jzd,"Biaba ti playèra ache' lu písu, guxidxi chác.",,,The wet T-shirt fell on the floor and sounded chác.,,,,,oGeqfG,3802,La playera mojada se cayó en el piso y sonó chác.
7679,jzd,Biaba ti xcuidi ndaani' bizè.,,,A boy fell into the well.,,,,,weuP+D,2457,Un niño se cayó en el pozo.
2503,jzd,Biaba ti yaga didí'laaga' lu carretèra.,,,A pole fell and crossed (blocked) the highway.,,,,,D25de1,789,Se cayó un palo y atravesó (bloqueó) la carretera.
15240,jzd,Biaba xùgà luguià'ya'.,,,I suffered a burglary.,,,,,UxkXOF,8814,Sufrí un robo.
15283,jzd,"Biaba zidi luguià'̀ya', qué gapá' dxiiña'.",,,"I got hit with bad luck, I'm out of a job.",,,,,uA4yod,8858,"Me cayó la mala suerte, no tengo trabajo."
8073,jzd,Bia' Benitu Juan.,,,Benito took pity on Juan.,,,,,i2enyo,2577,Benito se compadeció de Juan.
5215,jzd,Bia' bia' bigaandà'sì.,,,It was barely enough.,,,,RLC,2BMyV2,1561,Apenitas alcanzó.
9576,jzd,Bia' bia' bigaàndà'sì.,,,It was barely enough.,,,,,P95MjE,3750,Apenitas alcanzó.
5234,jzd,Bia' bigadxe huiini'sì.,,,It made it get wet just a little.,,,,,TQbJAn,1565,Hizo que se mojara tantito nada más
9584,jzd,Bia' bigadxe huiini'sì.,,,S/he wetted it only slightly.,,,,,hhE9Xb,3750,Mojó tantito nada más
7467,jzd,Bia birì de bixhopà ñee Fán.,,,Pedro has pins and needles because his foot fell asleep.,,,,,3T3ycq,2409,Tiene hormiguitas porque se entumió el pie de Juan.
7541,jzd,Biabirì ñee Fán.,,,Juan's foot fell asleep (lit. feels a crawling sensation).,,,,,rETjmy,2426,Juan siente un hormigueo en su pie.
7542,jzd,Biabirì ñee Fán.,,,Juan's foot became numb.,,,,,kSVGVX,2426,Se entumió el pie de Juan.
7761,jzd,Biaca.,,,It was manufactured.,,,,,hGyAcC,2489,Se elaboró.
9583,jzd,Bia'ca'.,,,The same.,,,,JLC;RGL;RLC,K5Tlyj,3750,Igual.
7762,jzd,Biacabe de biyaàbe.,,,She took the opportunity to dance (until she got tired).,,,,,w/7URx,2489,Aprovechó para bailar (hasta hartarse).
7767,jzd,Biaca Chècha lu(guia') cuaana'naxhi beeda'nè Cha.,,,Chècha took advantage of the fruit that Cha brought.,,,,,T8Jgsu,2490,Chècha se aprovechó de la fruta que trajo Cha.
7770,jzd,Biacadxe' ba'du'.,,,The child went overboard (and cried until exhausted).,,,,,9KLsXU,2491,Exageró el bebé (de tanto llorar).
7771,jzd,Biacadxe' Fán ra lidxi Pèdru.,,,Juan took advantage in Pedro's house.,,,,,pOJQyb,2491,Abusó Juan en casa de Pedro.
7760,jzd,Biaca ècha de cuaana'naxhi beèdà'nè Chá.,,,Checha got sick of the fruit that Cha brought.,,,,,McTW7U,2489,Checha se hartó con la fruta que trajo Cha.
9595,jzd,Bia'cà'tí'.,,,Stop bothering already! (lit. up to there and no more),,,,,UNFtL2,3752,¡Ya deja de molestar! (lit. hasta ahí nomás)
14120,jzd,Bia'cà ti'xhi' beenda'.,,,That is how thick the snake is.,,,,,2hzur+,7863,Así de gruesa es la víbora.
14122,jzd,Bia'cà ti'xhi' bidxinà'.,,,This is the size of his biceps.,,,,,vGjXdD,7863,De ese tamaño es su bíceps.
9602,jzd,Bia'càtí' zandà gueé'.,,,That is all I am going to drink.,,,,,VtHGAj,3755,Así nada más voy a tomar.
9813,jzd,Bia' chùra.,,,The way that it is.,,,,,PHXE8j,4043,La manera como está.
7758,jzd,Bia'cu'.,,,You took advantage.,,,,RLC,hSnssD,2489,Te aprovechaste.
9600,jzd,Bia'do'sìpe'.,,,Exactly the same.,,,,,GbUOql,3753,Exactamente igual.
9596,jzd,Bia'du'sì'.,,,To the exact measurement.,,,,,9biQqv,3752,Justo a la medida.
9608,jzd,Bia' ga gòbe para cádi guicá la'dxi'do'.,,,S/he should eat in moderation so that s/he doesn't get indigestion.,,,,,rWORa+,3758,Que coma con medida para que no se empache.
9594,jzd,Bia' gandà.,,,Everything possible.,,,,,1yI/22,3752,Todo lo que se pueda.
7824,jzd,Biahuì nisa layu.,,,The soil (plot) was watered.,,,,,MDXmLL,2506,Se regó agua en la tierra (terreno).
9611,jzd,Bialàzì ique ngola.,,,Big head fly.,,,,,spxHdM,3762,Mosca de cabeza grande.
9610,jzd,Bialàzì mècu.,,,Mottled fly.,,,,,lvsfUs,3762,Mosca pinta.
9612,jzd,Bialàzì yaase'.,,,Black housefly.,,,,,30Twfn,3762,Mosca negra.
7776,jzd,Bialèni de laabe.,,,It was her own idea.,,,,,m1aEEp,2494,Nació de ella.
8116,jzd,Biana ra biruugu' Cháyu.,,,Chayo's wound burned.,,,,,TauD0O,2591,Ardió la herida de Chayo.
7784,jzd,Biandabe.,,,S/he healed.,,,,,T0GEBs,2496 ; 2497,Sanó.
7476,jzd,Bia palètacà.,,,The popsicle melted.,,,,,rRAmom,2413,Se derritió (la paleta).
7522,jzd,Bia'pi' ique.,,,Saliva went up to his/her head.,,,,,5MG9a6,2423,Se le subió la saliva a la cabeza.
7503,jzd,Bia'qui'ñee Fán.,,,Juan was duped. (lit. Juan's shinbone was burned).,,,,,m6f//8,2421,Se engañó a Juan. (lit. le quemaron la canilla a Juan)
14020,jzd,Bia'qui' taàcà' xtì' Fán.,,,Juan's wife cheated on him (lit. Juan's leg got burned).,,,,,qUZWaV,7772,A Juan lo engañó (su mujer). (lit. se quemó la pata de Juan.)
9609,jzd,Bia'rì' xiiñé'.,,,My daughter is this tall.,,,,,cyV6WI,3759,De éste tamaño está mi hija.
7808,jzd,Biasa.,,,Get up.,,,,,stZOk5,2498,Levántate.
2538,jzd,Biasa ba'du' má (g)udindè (g)ubidxa lucualu'.,,,"You sleep, child, even though the sun is shining on your forehead (the sun is already out).",,,,,67hVAu,801,"Sigues dormido, niño, aunque el sol ya te da en la frente (ya ha salido)."
9442,jzd,Biasa biidxi' lucua.,,,S/he developed a bump on the head (from a blow).,,,,,GW9hJt,3574,Se le hizo un chipote en la frente.
11992,jzd,"--Biasa dxé, mà' chuùca'nu.
--Mà' lá.",,,"--Get up, young man, we're leaving! 
--Already?",,,,,RwR9M2,5918,"--¡Levántate muchacho, ya nos vamos!
--¿Ya?"
7812,jzd,Biasa ndì' Ròsa púrr ti ridxi.,,,Rosa woke up suddenly because of a noise.,,,,,VKMKbz,2500,Rosa se despertó de repente por un ruido.
7807,jzd,Biasanèbeni.,,,She got up with it (ex. something that startled her).,,,,,TzjWAR,2498,Se levantó por algo (que le sobresaltó).
7806,jzd,Biasani stí viàje.,,,S/he got better again (healthwise).,,,,,EwAe3B,2498,Mejoró otra vez.
7814,jzd,"Biasasu Rosa, bidxibi.",,,Rosa woke up suddenly because she got scared.,,,,,eb/d0k,2501,Se despertó Rosa de repente porque se asustó.
7819,jzd,Biasaxtì' guenda ridindè òra guxudxi Fán.,,,The fight started when Juan got drunk.,,,,EJG,LJKTxX,2504,La pelea se desató cuando Juan se emborrachó.
9603,jzd,Bia'sì lii naquiìñé'.,,,You are precisely the one I need.,,,,,QaGWe0,3756,A ti te necesito.
9605,jzd,Bia'sì ngà naquiìñé'.,,,That is precisely what I need.,,,,,4LYR7j,3756,Eso mero necesito.
13068,jzd,Bia'sì òra beedà' ndà.,,,He came at the precise time.,,,,,xNBiUJ,6890,Llegó a la hora precisa.
9604,jzd,Bia'sìpe' lii naquiìñé'.,,,You are so precisely the one I need.,,,,,vgoOhB,3756,A ti mero te necesito.
9606,jzd,Bia'sìpe'ngà naquiìñé'.,,,That is so precisely what I need.,,,,,SknAHk,3756,Eso mero necesito.
14007,jzd,"Bia' tapu' xtì' binnì dxabá' lii, nè quí ñúyu.",,,"He's a big fool, he doesn't look carefully.",,,,,oSKcq8,7768,Es un bobo que no se fija.
9598,jzd,Bia'tí' gandà.,,,Whatever is possible.,,,,,NeAKMg,3752,Lo que se pueda (hacer).
14152,jzd,Bia'tiicà'; Bia'tiisì'.,,,Whichever. / However much.,,,,,xknPMh,7870,Lo que sea. / Cuanto sea.
9581,jzd,"Bia'tiicà'sì xuba' napalu', zazie'ni.",,,I'll buy whatever amount of corn you have.,,,,JLC;RGL;RLC,Ue8B3I,3750,"Cualquier cantidad de maíz que tengas, la compraré."
14121,jzd,Bia' ti'xhi' yùzè ti'xhi'lu'.,,,Your back is like that of cattle.,,,,,SrSuNd,7863,Como lomo de ganado es tu lomo.
7834,jzd,Biaxa biaani'.,,,The electricity bill was paid.,,,,,mnVGGW,2507,Se pagó la luz.
7825,jzd,Biaxa Fán nè xpixuaana'.,,,Juan was paid by his boss.,,,,,eltkRC,2507,Juan fue pagado por su jefe.
7656,jzd,Bia'xha'ni yanni.,,,S/he vomited.,,,,,CpmRuX,2453,Vomitó.
2027,jzd,Bia xquendaxheela' Milu.,,,Milo's marriage fell apart.,,,,,gI/0wD,680,Se deshizo el matrimonio de Milo.
8122,jzd,Biayá'.,,,I got agitated.,,,,,644WiV,2595,Me alboroté.
2036,jzd,Bibaagù' Fán.,,,They shot at Juan.,,,,,bBjXnX,683,Le dispararon a Juan.
2038,jzd,Bibaazà'be.,,,S/he became thin.,,,,,+6e59S,684,Enflacó.
2039,jzd,Bibaazà'be de endahuara.,,,The illness made him skinny.,,,,,4faP55,684,Se enflacó por la enfermedad.
2042,jzd,Bibaba ñeebe.,,,His/her foot itched.,,,,,0wkwZp,685,Le dio comezón su pie.
2047,jzd,Bibalí' nisa.,,,The water tasted weird.,,,,,o90xr7,686,El agua agarró un sabor raro.
2064,jzd,Bibaná' Àrno Rosa.,,,Arno missed Rosa.,,,,,bxFHCY,687,Extrañó Arno a Rosa.
2082,jzd,Bibanìla'dxi' Fán.,,,Juan revived.,,,,,hvOn2M,690,Revivió Juan.
2084,jzd,Bibanìlu gui.,,,The fire has started up again.,,,,,n/Ln1e,691,Ya prendió otra vez la lumbre.
2077,jzd,Bibanì señór.,,,The Lord resuscitated.,,,,JLC;ND;RLC;VP,LyBddS,689,Resucitó el Señor.
2088,jzd,Bibè' neza.,,,The road became narrow.,,,,,MSup39,696,Se hizo angosto el camino.
2164,jzd,Bibiaà benda.,,,The fish was cut open (to gut it).,,,,,nEy5Jy,709,Se abrió el pescado (para limpiarlo).
2033,jzd,Bibia lidxi birì.,,,The anthill collapsed.,,,,,U9YZDv,681,Se desbarató el hormiguero.
2122,jzd,Bibidxiaa mixtú'.,,,The cat meowed.,,,,,4Culxm,703,El gato maulló.
2127,jzd,Bibidxi nisa.,,,"The water dried up (ex. in a river, in an irrigation canal).",,,,,pogV63,704,"Se secó el agua (ej. el río, la zanja)."
2130,jzd,Bibidxi nisa.,,,The water dried out.,,,,,1/sxkt,704,Se secó el agua.
2099,jzd,Bibìdxù (g)ichaique.,,,Her hair curled.,,,,,vvrbZR,698,Se enchinó su pelo.
2100,jzd,Bibìdxù (gu)ichaiquebe.,,,S/he permed her/his hair.,,,,,KYsZ5J,698,Se enchinó el pelo.
2153,jzd,(Bi)biguetá' a las cìnco.,,,She's coming back at five.,,,,,vEq2V3,706,Regresa a las cinco.
2161,jzd,Bibiidi' xhababe.,,,Her/his clothes got stained.,,,,,EHQct6,708,Se manchó su ropa.
2108,jzd,Bibiixhi' guisu.,,,The pot turned over.,,,,,LtvHuF,700,Se volteó la olla.
4634,jzd,"Bibiixhi' nèbe, birucu nà'be.",,,He flipped (on the tractor) and lost a hand.,,,,,LSfU4J,1394,Se volteó (con el tractor) y se quedó manco.
2102,jzd,Bibìrù làpi.,,,The pencil shrunk.,,,,,G2FYfO,699,Se hizo chiquito el lápiz.
2107,jzd,Bibi'xhi'  .,,,S/he/it turned over.,,,,,xmSHWc,700,Se volteó.
2105,jzd,Bibi'xhi' xcàrru Fán.,,,Juan's car flipped over.,,,,,MIYY0n,700,Se revolcó el carro de Juan.
2109,jzd,Bibi'xu'.,,,You turned over.,,,,,Q7RiRm,700,Te volteaste.
8768,jzd,Bibí' yoo.,,,S/he went shopping in Juchitán.,,,,,me9ik2,2771,Fue de compras a Juchitán.
5522,jzd,Bicaa bacaanda' Fán tí má bidxaga xtalè.,,,Juan got sleepy because he got too tired.,,,,,flUvRi,1667,Le dio sueño a Juan porque ya se cansó mucho.
5527,jzd,Bicaabe botón.,,,It was buttoned up.,,,,,psJrJc,1670,Se abotonó.
42,jzd,Bicaabe (gu)endahuara.,,,The illness hit him.,,,,,xhLijP,58,Le pegó la enfermedad.
5555,jzd,Bicaabe xtiìpì'.,,,He whistled.,,,,EJG,MXO6ZX,1684,Él silbó.
5609,jzd,Bicaabì'beni.,,,She ordered it.,,,,,6yVxXV,1715,Lo encargó.
5608,jzd,Bicaabì'beni naa.,,,S/he asked me to take care of it.,,,,,Cm3vNB,1715,Me lo encargó a mí.
5526,jzd,Bicaa bi bixhiidi' (gu)icha ique Mariá.,,,The wind tangled Gabriela's hair.,,,,,Elc0Nm,1669,El aire le enredó el cabello a Gabriela.
15035,jzd,Bicaaca'be tì xale' biché'.,,,They played a trick on my brother.,,,,,Fj4WRg,8655,Le hicieron una trampa a mi hermano.
5615,jzd,Bicaachi' Fán gue'tu'.,,,Juan buried the deceased.,,,,,uUeqZC,1716,Juan enterró al muerto.
5617,jzd,Bicaachi'lu deche yaga.,,,He hid behind the tree.,,,,,T2bnfx,1718,Se escondió atrás del árbol.
5400,jzd,"Bicaachi' lulu', bicaachi'lu.",,,"Hide your face, hide yourself.",,,,JLC;RGL;RLC,miVNat,1640,"Esconde tu rostro, escóndete."
5574,jzd,Bicaadiaga.,,,He listened.,,,,,hCMOlg,1703,Escuchó.
5572,jzd,Bicaa doo bi'cu' xtíu'.,,,Leash your dog.,,,,,ZiMNej,1702,Ponle la correa a tu perro.
5531,jzd,Bicaa Fán diidxa' Pedru.,,,Juan made an insinuation to Pedro.,,,,,AL7Fwi,1672,Juan le echó indirecta a Pedro.
5528,jzd,Bicaa Fán xtaa nè Fàna.,,,Juan eloped with Juana.,,,,,I3chfZ,1671,Juan se huyó con Juana.
5529,jzd,Bicaa Fán xtaa nè Fàna.,,,Juan eloped with Juana.,,,,,OI/1Id,1671,Juan se huyó con Juana.
5578,jzd,Bicaaguibe biaani'.,,,S/he turned on the light.,,,,,2C+Shr,1704,Prendió la luz.
5566,jzd,Bicaa Mariá remièndu xhaba xhiiñi'.,,,María mended her son's clothes.,,,,JLC,rRYV8r,1697,Remendó María la ropa de su niño.
12020,jzd,Bicaa màrrucà lu guiiba' duxhú'cà.,,,Hit it with the hammer on the chisel,,,,,cQiHHu,5944,Pégale con el marro en el punzón.
5586,jzd,Bicaanà' Fán Pèdru.,,,Juan pushed Pedro.,,,,,XpoqY2,1707,Juan empujó a Pedro.
5588,jzd,Bicaanà' presidènte ca' binnì.,,,The president looked down on the people.,,,,,zMN35c,1707,Despreció el presidente a la gente.
5473,jzd,Bicaani cue' guiiba' napà pùntacà.,,,Hit it with the sharp end.,,,,,n654Lj,1664,Pégale con el lado del punzón.
12019,jzd,Bicaanì' lu màrrucà.,,,Hit it with the sledgehammer.,,,,,8Eu4ck,5944,Pégale con el marro.
5550,jzd,Bicaaridxi.,,,S/he yelled out.,,,,,Fp53VT,1681,Pegó un grito.
5549,jzd,Bicaaridxi Fán.,,,Call Juan.,,,,,gsXB5B,1681,Llama a Juan.
5567,jzd,Bicaa sièrre ra xtàpalu'.,,,Zip your fly up.,,,,,Wf+JLj,1699,Subete el cierre de la bragueta.
5605,jzd,Bicaaxii.,,,Smell. (imperative),,,,,f3Ipyg,1714,Huele. (imperativo)
5599,jzd,Bicaaxtiidxa' Pànchu Leti.,,,Pancho talked to Leti sweetly (so that she falls in love with him).,,,,,xG1tyM,1712,Pancho le habló bonito a Leti (para que ella se enamore de él).
5554,jzd,Bicaa xtiìpì'.,,,S/he whistled.,,,,RLC,/7k95p,1684,Chifló.
5525,jzd,Bicaa xu bi yoo.,,,The earthquake cracked the house.,,,,,iUVcAw,1668,El temblor cuarteó la casa.
3611,jzd,Bicabieque Pèdru nà' Fán.,,,Pedro twisted Juan's hand.,,,,VC,yxrng1,1099,Pedro le torció la mano a Juan.
3700,jzd,"Bicabì ruaabe jñaabe, bidii cabe ti bata ra xa'na'be.",,,The boy talked back and they gave him a spanking.,,,,,y7gqDs,1123,Contestó feo el niño y le dieron una nalgada.
3703,jzd,Bicahuì.,,,It darkened.,,,,,ZxGx61,1124,Se oscureció.
3705,jzd,Bicahuì diagá' Fán.,,,Juan doesn't hear well.,,,,,V+LcmU,1125,No oye bien Juan.
5627,jzd,Bicahuì lube.,,,It became blurry.,,,,,+WO/LV,1722 ; 1954,Se puso borroso.
9236,jzd,Bi canaza.,,,Blowing wind.,,,,,kIBRkR,3273,Viento que sopla.
7016,jzd,Bi'cha'.,,,S/he bathed.,,,,,E9pRbN,2261,Se bañó.
4766,jzd,Bichaá'.,,,I made it change.,,,,,ycV49Y,1431,Lo hice cambiar.
2192,jzd,Bichaabá'.,,,I got lazy.,,,,,P7yOhS,714,Me dio flojera.
4777,jzd,Bichaa beenda' xhabaladi.,,,The snake shed its skin.,,,,,hYQpjK,1434,Cambió de piel la serpiente.
4791,jzd,Bichaàbeni.,,,He heated it up.,,,,VP,3DcNaV,1436,Lo calentó.
4786,jzd,Bichaàbe nisa.,,,He warmed up the water.,,,,,D8+PH2,1436,El entibió el agua.
2197,jzd,Bichaacha' clavucani.,,,The nails loosened (and that's why the chair broke).,,,,,v1Un1k,715,Se le aflojaron los clavos (y por eso se rompió la silla).
2196,jzd,Bichaacha' layabe.,,,One of her teeth loosened.,,,,,1W19L7,715,Se le aflojó un diente.
